"";"email";"id";"idLegislatura";"nome";"siglaPartido";"siglaUf";"uri";"uriPartido";"urlFoto"
"192";"dep.franciscojr@camara.leg.br";"204392";"56";"FRANCISCO JR.";"PSD";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204392";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/204392.jpg"
"193";"dep.francocartafina@camara.leg.br";"204510";"56";"FRANCO CARTAFINA";"PP";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204510";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/204510.jpg"
"194";"dep.fredcosta@camara.leg.br";"204494";"56";"FRED COSTA";"PATRIOTA";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204494";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"https://www.camara.leg.br/internet/deputado/bandep/204494.jpg"
"195";"dep.freianastacioribeiro@camara.leg.br";"204393";"56";"FREI ANASTACIO RIBEIRO";"PT";"PB";"https://dadosabertos.camara.leg.br/api/v2/deputados/204393";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/204393.jpg"
"196";"dep.gastaovieira@camara.leg.br";"74200";"56";"GASTÃO VIEIRA";"PROS";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74200";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"https://www.camara.leg.br/internet/deputado/bandep/74200.jpg"
"197";"dep.gelsonazevedo@camara.leg.br";"115746";"56";"GELSON AZEVEDO";"PL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/115746";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/115746.jpg"
"198";"dep.geneciasnoronha@camara.leg.br";"160669";"56";"GENECIAS NORONHA";"SOLIDARIEDADE";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/160669";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"https://www.camara.leg.br/internet/deputado/bandep/160669.jpg"
"199";"dep.generalgirao@camara.leg.br";"204473";"56";"GENERAL GIRÃO";"PSL";"RN";"https://dadosabertos.camara.leg.br/api/v2/deputados/204473";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204473.jpg"
"200";"dep.generalpeternelli@camara.leg.br";"204484";"56";"GENERAL PETERNELLI";"PSL";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204484";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204484.jpg"
"201";"dep.geninhozuliani@camara.leg.br";"204527";"56";"GENINHO ZULIANI";"DEM";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204527";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/204527.jpg"
"202";"dep.geovaniadesa@camara.leg.br";"178966";"56";"GEOVANIA DE SÁ";"PSDB";"SC";"https://dadosabertos.camara.leg.br/api/v2/deputados/178966";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"https://www.camara.leg.br/internet/deputado/bandep/178966.jpg"
"203";"dep.gervasiomaia@camara.leg.br";"204394";"56";"GERVÁSIO MAIA";"PSB";"PB";"https://dadosabertos.camara.leg.br/api/v2/deputados/204394";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/204394.jpg"
"204";"dep.giacobo@camara.leg.br";"74383";"56";"GIACOBO";"PL";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/74383";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/74383.jpg"
"205";"dep.gilcutrim@camara.leg.br";"204575";"56";"GIL CUTRIM";"PDT";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204575";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/204575.jpg"
"206";"dep.gilbertoabramo@camara.leg.br";"204491";"56";"GILBERTO ABRAMO";"REPUBLICANOS";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204491";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/204491.jpg"
"207";"dep.gilbertonascimento@camara.leg.br";"74270";"56";"GILBERTO NASCIMENTO";"PSC";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/74270";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"https://www.camara.leg.br/internet/deputado/bandep/74270.jpg"
"208";"dep.gildenemyr@camara.leg.br";"204570";"56";"GILDENEMYR";"PL";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204570";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/204570.jpg"
"209";"dep.gilsonmarques@camara.leg.br";"204365";"56";"GILSON MARQUES";"NOVO";"SC";"https://dadosabertos.camara.leg.br/api/v2/deputados/204365";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"https://www.camara.leg.br/internet/deputado/bandep/204365.jpg"
"210";"dep.giovanicherini@camara.leg.br";"160673";"56";"GIOVANI CHERINI";"PL";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/160673";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/160673.jpg"
"211";"dep.giovanifeltes@camara.leg.br";"178996";"56";"GIOVANI FELTES";"MDB";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/178996";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/178996.jpg"
"212";"dep.glauberbraga@camara.leg.br";"152605";"56";"GLAUBER BRAGA";"PSOL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/152605";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"https://www.camara.leg.br/internet/deputado/bandep/152605.jpg"
"213";"dep.glaustinfokus@camara.leg.br";"204419";"56";"GLAUSTIN FOKUS";"PSC";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204419";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"https://www.camara.leg.br/internet/deputado/bandep/204419.jpg"
"214";"dep.gleisihoffmann@camara.leg.br";"107283";"56";"GLEISI HOFFMANN";"PT";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/107283";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/107283.jpg"
"215";"dep.gonzagapatriota@camara.leg.br";"74419";"56";"GONZAGA PATRIOTA";"PSB";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/74419";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/74419.jpg"
"216";"dep.guigapeixoto@camara.leg.br";"204513";"56";"GUIGA PEIXOTO";"PSL";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204513";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204513.jpg"
"217";"dep.guilhermederrite@camara.leg.br";"204531";"56";"GUILHERME DERRITE";"PP";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204531";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/204531.jpg"
"218";"dep.guilhermemussi@camara.leg.br";"160667";"56";"GUILHERME MUSSI";"PP";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/160667";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/160667.jpg"
"219";"dep.gurgel@camara.leg.br";"204442";"56";"GURGEL";"PSL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204442";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204442.jpg"
"220";"dep.gustavofruet@camara.leg.br";"73460";"56";"GUSTAVO FRUET";"PDT";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/73460";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/73460.jpg"
"221";"dep.gustinhoribeiro@camara.leg.br";"204408";"56";"GUSTINHO RIBEIRO";"SOLIDARIEDADE";"SE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204408";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"https://www.camara.leg.br/internet/deputado/bandep/204408.jpg"
"222";"dep.gutembergreis@camara.leg.br";"204456";"56";"GUTEMBERG REIS";"MDB";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204456";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/204456.jpg"
"223";"dep.haroldocathedral@camara.leg.br";"204465";"56";"HAROLDO CATHEDRAL";"PSD";"RR";"https://dadosabertos.camara.leg.br/api/v2/deputados/204465";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/204465.jpg"
"224";"dep.heitorfreire@camara.leg.br";"204548";"56";"HEITOR FREIRE";"PSL";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204548";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204548.jpg"
"225";"dep.heitorschuch@camara.leg.br";"178964";"56";"HEITOR SCHUCH";"PSB";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/178964";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/178964.jpg"
"226";"dep.heldersalomao@camara.leg.br";"178873";"56";"HELDER SALOMÃO";"PT";"ES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178873";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/178873.jpg"
"227";"dep.heliocosta@camara.leg.br";"204373";"56";"HÉLIO COSTA";"REPUBLICANOS";"SC";"https://dadosabertos.camara.leg.br/api/v2/deputados/204373";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/204373.jpg"
"228";"dep.helioleite@camara.leg.br";"178909";"56";"HÉLIO LEITE";"DEM";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/178909";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/178909.jpg"
"229";"dep.heliolopes@camara.leg.br";"204444";"56";"HELIO LOPES";"PSL";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204444.jpg"
"230";"dep.henriquefontana@camara.leg.br";"73482";"56";"HENRIQUE FONTANA";"PT";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/73482";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/73482.jpg"
"231";"dep.herciliocoelhodiniz@camara.leg.br";"204539";"56";"HERCÍLIO COELHO DINIZ";"MDB";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204539";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/204539.jpg"
"232";"dep.herculanopassos@camara.leg.br";"178981";"56";"HERCULANO PASSOS";"MDB";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/178981";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/178981.jpg"
"233";"dep.hermesparcianello@camara.leg.br";"73772";"56";"HERMES PARCIANELLO";"MDB";"PR";"https://dadosabertos.camara.leg.br/api/v2/deputados/73772";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/73772.jpg"
"234";"dep.hildorocha@camara.leg.br";"178884";"56";"HILDO ROCHA";"MDB";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/178884";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/178884.jpg"
"235";"dep.hirangoncalves@camara.leg.br";"178959";"56";"HIRAN GONÇALVES";"PP";"RR";"https://dadosabertos.camara.leg.br/api/v2/deputados/178959";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/178959.jpg"
"236";"dep.hugoleal@camara.leg.br";"141450";"56";"HUGO LEAL";"PSD";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/141450";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/141450.jpg"
"237";"dep.hugomotta@camara.leg.br";"160674";"56";"HUGO MOTTA";"REPUBLICANOS";"PB";"https://dadosabertos.camara.leg.br/api/v2/deputados/160674";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/160674.jpg"
"238";"dep.idilvanalencar@camara.leg.br";"204533";"56";"IDILVAN ALENCAR";"PDT";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204533";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/204533.jpg"
"239";"dep.igorkannario@camara.leg.br";"204564";"56";"IGOR KANNÁRIO";"DEM";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204564";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/204564.jpg"
"240";"dep.igortimo@camara.leg.br";"204508";"56";"IGOR TIMO";"PODE";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204508";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"https://www.camara.leg.br/internet/deputado/bandep/204508.jpg"
"241";"dep.iracemaportella@camara.leg.br";"67138";"56";"IRACEMA PORTELLA";"PP";"PI";"https://dadosabertos.camara.leg.br/api/v2/deputados/67138";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/67138.jpg"
"242";"dep.isnaldobulhoesjr@camara.leg.br";"204436";"56";"ISNALDO BULHÕES JR.";"MDB";"AL";"https://dadosabertos.camara.leg.br/api/v2/deputados/204436";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/204436.jpg"
"243";"dep.ivanvalente@camara.leg.br";"73531";"56";"IVAN VALENTE";"PSOL";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/73531";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"https://www.camara.leg.br/internet/deputado/bandep/73531.jpg"
"244";"dep.jandirafeghali@camara.leg.br";"74848";"56";"JANDIRA FEGHALI";"PCdoB";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/74848";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"https://www.camara.leg.br/internet/deputado/bandep/74848.jpg"
"245";"dep.jaquelinecassol@camara.leg.br";"108338";"56";"JAQUELINE CASSOL";"PP";"RO";"https://dadosabertos.camara.leg.br/api/v2/deputados/108338";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/108338.jpg"
"246";"dep.jeronimogoergen@camara.leg.br";"160570";"56";"JERÔNIMO GOERGEN";"PP";"RS";"https://dadosabertos.camara.leg.br/api/v2/deputados/160570";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/160570.jpg"
"247";"dep.jessicasales@camara.leg.br";"178839";"56";"JÉSSICA SALES";"MDB";"AC";"https://dadosabertos.camara.leg.br/api/v2/deputados/178839";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/178839.jpg"
"248";"dep.jesussergio@camara.leg.br";"204435";"56";"JESUS SÉRGIO";"PDT";"AC";"https://dadosabertos.camara.leg.br/api/v2/deputados/204435";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"https://www.camara.leg.br/internet/deputado/bandep/204435.jpg"
"249";"dep.jhc@camara.leg.br";"178842";"56";"JHC";"PSB";"AL";"https://dadosabertos.camara.leg.br/api/v2/deputados/178842";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/178842.jpg"
"250";"dep.jhonatandejesus@camara.leg.br";"160531";"56";"JHONATAN DE JESUS";"REPUBLICANOS";"RR";"https://dadosabertos.camara.leg.br/api/v2/deputados/160531";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/160531.jpg"
"251";"dep.joaocampos@camara.leg.br";"74366";"56";"JOÃO CAMPOS";"REPUBLICANOS";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74366";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/74366.jpg"
"252";"dep.joaocarlosbacelar@camara.leg.br";"141458";"56";"JOÃO CARLOS BACELAR";"PL";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/141458";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/141458.jpg"
"253";"dep.joaodaniel@camara.leg.br";"178970";"56";"JOÃO DANIEL";"PT";"SE";"https://dadosabertos.camara.leg.br/api/v2/deputados/178970";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/178970.jpg"
"254";"dep.joaohcampos@camara.leg.br";"204429";"56";"JOÃO H. CAMPOS";"PSB";"PE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204429";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/204429.jpg"
"255";"dep.joaomaia@camara.leg.br";"141459";"56";"JOÃO MAIA";"PL";"RN";"https://dadosabertos.camara.leg.br/api/v2/deputados/141459";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/141459.jpg"
"256";"dep.joaomarcelosouza@camara.leg.br";"112437";"56";"JOÃO MARCELO SOUZA";"MDB";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/112437";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/112437.jpg"
"257";"dep.joaoroma@camara.leg.br";"204576";"56";"JOÃO ROMA";"REPUBLICANOS";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204576";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/204576.jpg"
"258";"dep.joaquimpassarinho@camara.leg.br";"178910";"56";"JOAQUIM PASSARINHO";"PSD";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/178910";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/178910.jpg"
"259";"dep.joeniawapichana@camara.leg.br";"204468";"56";"JOENIA WAPICHANA";"REDE";"RR";"https://dadosabertos.camara.leg.br/api/v2/deputados/204468";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";"https://www.camara.leg.br/internet/deputado/bandep/204468.jpg"
"260";"dep.joicehasselmann@camara.leg.br";"204546";"56";"JOICE HASSELMANN";"PSL";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204546";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204546.jpg"
"261";"dep.jorgebraz@camara.leg.br";"205550";"56";"JORGE BRAZ";"REPUBLICANOS";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/205550";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/205550.jpg"
"262";"dep.jorgesolla@camara.leg.br";"178857";"56";"JORGE SOLLA";"PT";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/178857";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/178857.jpg"
"263";"dep.joseairtonfelixcirilo@camara.leg.br";"141464";"56";"JOSÉ AIRTON FÉLIX CIRILO";"PT";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/141464";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/141464.jpg"
"264";"dep.joseguimaraes@camara.leg.br";"141470";"56";"JOSÉ GUIMARÃES";"PT";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/141470";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/141470.jpg"
"265";"dep.josemarioschreiner@camara.leg.br";"204386";"56";"JOSE MARIO SCHREINER";"DEM";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204386";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/204386.jpg"
"266";"dep.josemedeiros@camara.leg.br";"204472";"56";"JOSÉ MEDEIROS";"PODE";"MT";"https://dadosabertos.camara.leg.br/api/v2/deputados/204472";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"https://www.camara.leg.br/internet/deputado/bandep/204472.jpg"
"267";"dep.josenelto@camara.leg.br";"204391";"56";"JOSÉ NELTO";"PODE";"GO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204391";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"https://www.camara.leg.br/internet/deputado/bandep/204391.jpg"
"268";"dep.josenunes@camara.leg.br";"160619";"56";"JOSÉ NUNES";"PSD";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/160619";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/160619.jpg"
"269";"dep.josepriante@camara.leg.br";"74079";"56";"JOSÉ PRIANTE";"MDB";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74079";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/74079.jpg"
"270";"dep.josericardo@camara.leg.br";"204555";"56";"JOSÉ RICARDO";"PT";"AM";"https://dadosabertos.camara.leg.br/api/v2/deputados/204555";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/204555.jpg"
"271";"dep.joserocha@camara.leg.br";"74554";"56";"JOSÉ ROCHA";"PL";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74554";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/74554.jpg"
"272";"dep.joseildoramos@camara.leg.br";"209189";"56";"JOSEILDO RAMOS";"PT";"BA";"https://dadosabertos.camara.leg.br/api/v2/deputados/209189";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"https://www.camara.leg.br/internet/deputado/bandep/209189.jpg"
"273";"dep.josimarmaranhaozinho@camara.leg.br";"204563";"56";"JOSIMAR MARANHÃOZINHO";"PL";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204563";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/204563.jpg"
"274";"dep.juarezcosta@camara.leg.br";"204474";"56";"JUAREZ COSTA";"MDB";"MT";"https://dadosabertos.camara.leg.br/api/v2/deputados/204474";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"https://www.camara.leg.br/internet/deputado/bandep/204474.jpg"
"275";"dep.julianlemos@camara.leg.br";"204420";"56";"JULIAN LEMOS";"PSL";"PB";"https://dadosabertos.camara.leg.br/api/v2/deputados/204420";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204420.jpg"
"276";"dep.juliocesar@camara.leg.br";"74317";"56";"JÚLIO CESAR";"PSD";"PI";"https://dadosabertos.camara.leg.br/api/v2/deputados/74317";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/74317.jpg"
"277";"dep.juliocesarribeiro@camara.leg.br";"204372";"56";"JULIO CESAR RIBEIRO";"REPUBLICANOS";"DF";"https://dadosabertos.camara.leg.br/api/v2/deputados/204372";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"https://www.camara.leg.br/internet/deputado/bandep/204372.jpg"
"278";"dep.juliodelgado@camara.leg.br";"73586";"56";"JÚLIO DELGADO";"PSB";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/73586";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"https://www.camara.leg.br/internet/deputado/bandep/73586.jpg"
"279";"dep.juninhodopneu@camara.leg.br";"204457";"56";"JUNINHO DO PNEU";"DEM";"RJ";"https://dadosabertos.camara.leg.br/api/v2/deputados/204457";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/204457.jpg"
"280";"dep.junioamaral@camara.leg.br";"204520";"56";"JUNIO AMARAL";"PSL";"MG";"https://dadosabertos.camara.leg.br/api/v2/deputados/204520";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204520.jpg"
"281";"dep.juniorbozzella@camara.leg.br";"204502";"56";"JÚNIOR BOZZELLA";"PSL";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204502";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"https://www.camara.leg.br/internet/deputado/bandep/204502.jpg"
"282";"dep.juniorferrari@camara.leg.br";"204497";"56";"JÚNIOR FERRARI";"PSD";"PA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204497";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"https://www.camara.leg.br/internet/deputado/bandep/204497.jpg"
"283";"dep.juniorlourenco@camara.leg.br";"204574";"56";"JUNIOR LOURENÇO";"PL";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204574";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/204574.jpg"
"284";"dep.juniormano@camara.leg.br";"204550";"56";"JÚNIOR MANO";"PL";"CE";"https://dadosabertos.camara.leg.br/api/v2/deputados/204550";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"https://www.camara.leg.br/internet/deputado/bandep/204550.jpg"
"285";"dep.juscelinofilho@camara.leg.br";"178886";"56";"JUSCELINO FILHO";"DEM";"MA";"https://dadosabertos.camara.leg.br/api/v2/deputados/178886";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/178886.jpg"
"286";"dep.kimkataguiri@camara.leg.br";"204536";"56";"KIM KATAGUIRI";"DEM";"SP";"https://dadosabertos.camara.leg.br/api/v2/deputados/204536";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"https://www.camara.leg.br/internet/deputado/bandep/204536.jpg"
"287";"dep.laerciooliveira@camara.leg.br";"151208";"56";"LAERCIO OLIVEIRA";"PP";"SE";"https://dadosabertos.camara.leg.br/api/v2/deputados/151208";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"https://www.camara.leg.br/internet/deputado/bandep/151208.jpg"
